"market_pair_basecurrency_symbol","exchangename","market_pair","quoteexchange_reportedvolume_24h_base","quoteUSDlast_updated"
DAI,Tokenlon,DAI/USDT,247615.14445931,"2021-06-07T13:15:09.000Z"
DAI,Gemini,DAI/USD,243645.97878669,"2021-06-07T13:16:54.000Z"
DAI,"1inch Exchange",DAI/USDT,220341.06673179,"2021-06-07T13:15:16.000Z"
DAI,FTX US,DAI/USD,207818.27273907,"2021-06-07T13:15:11.000Z"
DAI,Dfyn Network,DAI/USDT,196330.80585278,"2021-06-07T13:15:11.000Z"
DAI,Coinbase Exchange,DAI/USDC,177526.28494000,"2021-06-07T13:17:53.000Z"
DAI,AEX,DAI/USDT,143749.11240000,"2021-03-17T09:36:08.000Z"
DAI,OpenOcean,DAI/BUSD,128222.47925122,"2021-06-07T13:15:09.000Z"
DAI,FTX US,DAI/USDT,127975.14044147,"2021-06-07T13:15:11.000Z"
DAI,"1inch Exchange",DAI/SUSD,51676.72268085,"2021-06-07T13:03:22.000Z"
DAI,Tokenlon,DAI/TUSD,29763.31110000,"2020-12-23T00:30:08.000Z"
DAI,Uniswap (V3),DAI/FEI,20721.78900229,"2021-06-07T13:15:11.000Z"
DAI,Curve Finance,DAI/PAX,9993.69267831,"2021-06-07T09:57:08.000Z"
FEI,Uniswap (V3),FEI/USDC,17673702.67045965,"2021-06-07T13:06:13.000Z"
FEI,Uniswap (V3),FEI/USDT,2272775.80436069,"2021-06-07T13:15:11.000Z"
FEI,LBank,FEI/USDT,1919754.28000000,"2021-06-07T13:15:13.000Z"
FEI,AEX,FEI/USDT,1050465.25930000,"2021-06-07T13:09:24.000Z"
FEI,Uniswap (V2),FEI/USDC,610000.86830086,"2021-05-21T08:48:07.000Z"
FEI,MXC.COM,FEI/USDT,594317.77000000,"2021-06-07T13:15:12.000Z"
FEI,Gate.io,FEI/USDT,437641.30430314,"2021-06-07T13:16:54.000Z"
FEI,Hoo,FEI/USDT,224170.50000000,"2021-06-07T13:15:13.000Z"
FRAX,Bilaxy,FRAX/USDC,218707.78200000,"2021-06-07T13:15:09.000Z"
FRAX,Uniswap (V2),FRAX/USDC,110958.60205086,"2021-06-07T13:12:10.000Z"
FRAX,"0x Protocol",FRAX/USDC,64542.54693300,"2021-06-07T13:12:22.000Z"
FRAX,Hotbit,FRAX/USDT,48000.60828145,"2021-06-07T13:15:09.000Z"
FRAX,Gate.io,FRAX/USDT,25141.94752843,"2021-06-07T13:16:54.000Z"
GUSD,BitMart,GUSD/USDT,12030679.20732290,"2021-06-07T13:03:10.000Z"
GUSD,Virtuse Exchange,GUSD/USDT,133866.99985221,"2021-04-21T13:09:07.000Z"
GUSD,Virtuse Exchange,GUSD/BUSD,78181.03357417,"2021-04-21T13:09:07.000Z"
GUSD,Hoo,GUSD/USDT,19793.65000000,"2021-06-07T13:03:11.000Z"
GUSD,CEX.IO,GUSD/USDT,12714.06000000,"2021-06-07T13:03:10.000Z"
GUSD,DigiFinex,GUSD/USDT,11530.04535712,"2021-06-07T13:03:14.000Z"
GUSD,EXMO,GUSD/USD,9997.56959205,"2021-06-07T13:03:07.000Z"
GUSD,XT.COM,GUSD/USDT,2954.41080000,"2021-06-07T13:03:11.000Z"
GUSD,OKEx,GUSD/USDT,867.38512844,"2021-06-07T13:04:54.000Z"
GUSD,Hotbit,GUSD/USDT,113.00000000,"2021-06-07T13:00:11.000Z"
GUSD,CEX.IO,GUSD/USD,15.72000000,"2021-06-07T13:03:10.000Z"
GUSD,Serenity,GUSD/USDT,0.00000000,"2021-06-07T13:03:17.000Z"
GUSD,Bitstamp,GUSD/USD,0.00000000,"2021-06-07T11:53:53.000Z"
HUSD,MDEX,HUSD/USDT,462410159.44553000,"2021-06-07T13:00:12.000Z"
HUSD,Tokenlon,HUSD/USDT,31973.63500000,"2021-06-07T13:12:12.000Z"
HUSD,Gate.io,HUSD/USDT,25066.08785034,"2021-06-07T13:13:53.000Z"
HUSD,Hoo,HUSD/USDT,24807.80000000,"2021-06-07T13:12:11.000Z"
HUSD,"0x Protocol",HUSD/USDT,745.06054250,"2021-05-27T21:33:13.000Z"
HUSD,Hotbit,HUSD/USDT,0.21000000,"2021-06-07T13:12:13.000Z"
HUSD,Huobi Korea,HUSD/USDT,0.00000000,"2021-04-29T01:54:08.000Z"
LUSD,Uniswap (V3),LUSD/DAI,540399.03433219,"2021-06-07T13:15:11.000Z"
LUSD,"1inch Exchange",LUSD/USDT,141982.19509341,"2021-06-07T11:54:20.000Z"
LUSD,"1inch Exchange",LUSD/USDC,88023.49426486,"2021-06-07T13:18:18.000Z"
LUSD,"1inch Exchange",LUSD/DAI,11000.17983623,"2021-06-07T13:18:18.000Z"
PAX,BitMart,PAX/USDT,7416945.06615200,"2021-06-07T13:03:10.000Z"
PAX,Binance,PAX/USDT,4890459.94000000,"2021-06-07T13:05:54.000Z"
PAX,XT.COM,PAX/USDT,2338818.97560000,"2021-06-07T13:03:11.000Z"
PAX,Binance,PAX/BUSD,1974568.58000000,"2021-06-07T13:04:54.000Z"
PAX,TOKOK,PAX/USDT,1618747.20470000,"2021-06-07T13:03:12.000Z"
PAX,BitZ,PAX/USDT,1376745.89000000,"2021-06-07T13:03:11.000Z"
PAX,Deepcoin,PAX/USDT,1263854.91890268,"2021-06-07T13:03:10.000Z"
PAX,GokuMarket,PAX/USDT,1230235.14496214,"2021-06-07T13:03:11.000Z"
PAX,DigiFinex,PAX/USDT,1161570.57684492,"2021-06-07T13:03:14.000Z"
PAX,Coinsbit,PAX/USDT,995849.47082921,"2021-06-07T13:03:10.000Z"
PAX,OKEx,PAX/USDT,443219.65187975,"2021-06-07T13:05:54.000Z"
PAX,Bitrue,PAX/USDT,436948.96337803,"2021-06-07T13:03:07.000Z"
PAX,VinDAX,PAX/USDT,413834.66323302,"2021-06-07T13:03:13.000Z"
PAX,P2PB2B,PAX/USD,378899.59000000,"2021-06-07T13:03:08.000Z"
PAX,Bithumb Global,PAX/USDT,370986.91000000,"2021-06-07T13:05:53.000Z"
PAX,VCC Exchange,PAX/USDT,323449.83814826,"2021-06-07T13:03:13.000Z"
PAX,BHEX (BlueHelix Exchange),PAX/HUSD,307061.61615103,"2021-06-07T13:03:11.000Z"
PAX,WazirX,PAX/USDT,278502.96000000,"2021-06-07T13:03:11.000Z"
PAX,Bittrex,PAX/USD,161885.42396482,"2021-06-07T13:05:53.000Z"
PAX,LOEx,PAX/USDT,147055.69761335,"2021-06-07T13:03:17.000Z"
PAX,Huobi Global,PAX/HUSD,84351.46091183,"2021-06-07T13:05:54.000Z"
PAX,MXC.COM,PAX/USDT,80506.59000000,"2021-06-07T13:03:15.000Z"
PAX,Azbit,PAX/USDT,79157.99000000,"2021-06-07T13:03:11.000Z"
PAX,CoinBene,PAX/USDT,73824.60296178,"2021-06-07T13:03:11.000Z"
PAX,Huobi Global,PAX/USDT,60060.44079757,"2021-06-07T13:04:53.000Z"
PAX,Virtuse Exchange,PAX/USDT,49309.72602965,"2021-06-07T13:03:10.000Z"
PAX,Virtuse Exchange,PAX/BUSD,48821.75758110,"2021-04-21T13:09:07.000Z"
PAX,LocalTrade,PAX/USDT,42190.67725334,"2021-06-07T13:03:13.000Z"
PAX,BankCEX,PAX/USDT,41679.24000000,"2021-06-07T13:03:15.000Z"
PAX,Bitfinex,PAX/USD,41673.25004341,"2021-06-07T13:05:53.000Z"
PAX,WhiteBIT,PAX/USDT,37954.52000000,"2021-06-07T13:03:07.000Z"
PAX,Emirex,PAX/USDT,33950.11477343,"2021-06-07T13:03:13.000Z"
PAX,Folgory,PAX/USDT,32170.05207500,"2021-06-07T13:03:08.000Z"
PAX,Hoo,PAX/USDT,22855.98000000,"2021-06-07T13:03:11.000Z"
PAX,Bitstamp,PAX/USD,20334.07966000,"2021-06-07T13:05:53.000Z"
PAX,Tokenlon,PAX/USDC,14949.89000000,"2021-06-01T02:09:12.000Z"
PAX,Resfinex,PAX/USDT,9736.50129571,"2021-06-07T13:03:18.000Z"
PAX,"0x Protocol",PAX/USDC,7925.72011114,"2021-06-06T11:45:16.000Z"
PAX,Gate.io,PAX/USDT,5494.27250926,"2021-06-07T13:05:54.000Z"
PAX,ProBit Exchange,PAX/USDT,3480.17624407,"2021-06-07T13:03:09.000Z"
PAX,ATOMARS,PAX/USDT,2612.36000000,"2021-06-07T13:03:08.000Z"
PAX,Poloniex,PAX/USDT,2332.46698937,"2021-06-07T13:05:53.000Z"
PAX,Tokenlon,PAX/DAI,2158.66511253,"2020-12-23T00:30:08.000Z"
PAX,BiKi,PAX/USDT,1693.12100000,"2021-06-07T13:03:08.000Z"
PAX,BigONE,PAX/USDT,924.36000000,"2021-05-28T10:06:12.000Z"
SUSD,"1inch Exchange",SUSD/USDC,730851.39485682,"2021-06-07T13:03:22.000Z"
SUSD,Binance,SUSD/USDT,170253.24000000,"2021-06-07T13:04:54.000Z"
SUSD,Hoo,SUSD/USDT,28690.98000000,"2021-02-19T11:00:07.000Z"
SUSD,KuCoin,SUSD/USDT,13512.44775653,"2021-06-07T13:04:54.000Z"
SUSD,"0x Protocol",SUSD/DAI,4989.90039078,"2021-06-06T17:27:10.000Z"
SUSD,"1inch Exchange",SUSD/DAI,1494.85540000,"2021-06-07T13:03:22.000Z"
SUSD,Balancer,SUSD/USDC,124.12120194,"2021-06-07T04:57:12.000Z"
SUSD,Balancer,SUSD/DAI,0.63928540,"2021-04-26T13:54:12.000Z"
SUSD,"1inch Exchange",SUSD/USDT,0.00003592,"2021-06-07T13:03:22.000Z"
TUSD,Coinsbit,TUSD/USDT,6968884.25682245,"2021-06-07T13:03:10.000Z"
TUSD,Binance,TUSD/USDT,6695790.20000000,"2021-06-07T13:04:54.000Z"
TUSD,IndoEx,TUSD/USDT,3361768.56744586,"2021-06-07T13:03:08.000Z"
TUSD,BitMart,TUSD/USDT,2914678.14354777,"2021-06-07T13:03:10.000Z"
TUSD,Binance,TUSD/BUSD,2617940.04000000,"2021-06-07T13:04:54.000Z"
TUSD,GokuMarket,TUSD/USDT,1550331.26376031,"2021-06-07T13:03:11.000Z"
TUSD,VCC Exchange,TUSD/USDT,1393828.55038719,"2021-06-07T13:03:13.000Z"
TUSD,DigiFinex,TUSD/USDT,992609.72202951,"2021-06-07T13:03:14.000Z"
TUSD,Bitrue,TUSD/USDT,916701.84102051,"2021-06-07T13:03:07.000Z"
TUSD,XT.COM,TUSD/USDT,699957.76000000,"2021-06-07T13:03:11.000Z"
TUSD,Bittrex,TUSD/USD,480897.11287510,"2021-06-07T13:04:54.000Z"
TUSD,Flybit,TUSD/USDT,337298.09904952,"2021-06-07T13:03:08.000Z"
TUSD,Bitfinex,TUSD/USD,164173.01223586,"2021-06-07T13:04:53.000Z"
TUSD,OKEx,TUSD/USDT,127966.07830249,"2021-06-07T13:04:54.000Z"
TUSD,Bithumb Global,TUSD/USDT,117541.50000000,"2021-06-07T13:04:53.000Z"
TUSD,Hoo,TUSD/USDT,106453.62000000,"2021-06-07T13:03:11.000Z"
TUSD,LATOKEN,TUSD/USDT,106281.45319692,"2021-06-07T13:03:08.000Z"
TUSD,Mexo Exchange,TUSD/USDT,92063.32567541,"2021-06-07T13:03:08.000Z"
TUSD,Alterdice,TUSD/USD,88084.58000000,"2021-05-13T09:12:08.000Z"
TUSD,MXC.COM,TUSD/USDT,79970.52000000,"2021-06-07T13:03:15.000Z"
TUSD,LocalTrade,TUSD/USDT,70202.62890999,"2021-06-07T13:03:13.000Z"
TUSD,WazirX,TUSD/USDT,66115.14000000,"2021-06-07T13:03:11.000Z"
TUSD,Exrates,TUSD/USD,47149.86000000,"2021-06-07T13:03:08.000Z"
TUSD,Huobi Global,TUSD/HUSD,41120.13980132,"2021-06-07T13:04:53.000Z"
TUSD,ATOMARS,TUSD/USDT,33985.90000000,"2021-06-07T13:03:08.000Z"
TUSD,Bitfinex,TUSD/USDT,32011.38020567,"2021-06-07T13:04:53.000Z"
TUSD,"1inch Exchange",TUSD/USDC,30162.23820000,"2021-06-06T07:06:21.000Z"
TUSD,Folgory,TUSD/USDT,27024.03486500,"2021-06-07T13:03:08.000Z"
TUSD,WhiteBIT,TUSD/USDT,12777.19000000,"2021-06-07T13:03:07.000Z"
TUSD,Gate.io,TUSD/USDT,10505.93596897,"2021-06-07T13:04:53.000Z"
TUSD,Bittrex,TUSD/USDT,9540.75178805,"2021-06-07T13:04:54.000Z"
TUSD,Bitsdaq,TUSD/USDT,9528.35768781,"2021-06-07T13:03:11.000Z"
USDC,Binance,USDC/USDT,101771808.52000000,"2021-06-07T13:07:54.000Z"
USDC,Binance,USDC/BUSD,42907563.51000000,"2021-06-07T13:07:54.000Z"
USDC,DODO,USDC/USDT,27613975.67389177,"2021-06-07T13:06:08.000Z"
USDC,Deepcoin,USDC/USDT,27500928.78439220,"2021-06-07T13:06:27.000Z"
USDC,"1inch Exchange",USDC/USDT,12269114.94214981,"2021-06-07T13:06:19.000Z"
USDC,DigiFinex,USDC/USDT,7934317.61346614,"2021-06-07T13:06:12.000Z"
USDC,Kraken,USDC/USD,7899874.36785845,"2021-06-07T13:07:54.000Z"
USDC,Kraken,USDC/USDT,7522464.13594344,"2021-06-07T13:07:54.000Z"
USDC,BitMart,USDC/USDT,6676865.34725290,"2021-06-07T13:06:08.000Z"
USDC,Flybit,USDC/USDT,6098961.74469788,"2021-06-07T13:06:11.000Z"
USDC,OpenOcean,USDC/USDT,5938933.94000000,"2021-05-27T10:45:12.000Z"
USDC,Bitstamp,USDC/USD,5187027.49618000,"2021-06-07T13:07:53.000Z"
USDC,Curve Finance,USDC/SUSD,5085097.63261384,"2021-06-07T13:03:10.000Z"
USDC,Curve Finance,USDC/USDT,4648520.57184424,"2021-06-07T13:06:08.000Z"
USDC,QuickSwap,USDC/USDT,3884778.74497046,"2021-06-07T13:06:13.000Z"
USDC,LATOKEN,USDC/USDT,3808429.53538108,"2021-06-07T13:06:13.000Z"
USDC,IndoEx,USDC/USDT,2748939.99461327,"2021-06-07T13:06:16.000Z"
USDC,GokuMarket,USDC/USDT,2443687.57518559,"2021-06-07T13:06:07.000Z"
USDC,Huobi Global,USDC/USDT,2371110.96440527,"2021-06-07T13:07:53.000Z"
USDC,QuickSwap,USDC/DAI,1836665.28623060,"2021-06-07T13:15:11.000Z"
USDC,Huobi Global,USDC/HUSD,1180284.13061708,"2021-06-07T13:13:53.000Z"
USDC,"1inch Exchange",USDC/SUSD,997732.78092937,"2021-06-07T13:03:22.000Z"
USDC,"1inch Exchange",USDC/DAI,896483.54800070,"2021-06-07T13:15:16.000Z"
USDC,KuCoin,USDC/UST,795983.16658954,"2021-06-07T15:31:53.000Z"
USDC,Curve Finance,USDC/TUSD,350179.77188184,"2021-06-07T13:03:10.000Z"
USDC,Waves Exchange,USDC/USDN,151682.46159000,"2021-06-07T13:15:10.000Z"
USDC,MXC.COM,USDC/UST,98797.94000000,"2021-06-07T15:30:15.000Z"
USDC,"0x Protocol",USDC/FRAX,85826.43650400,"2021-06-07T12:57:17.000Z"
USDC,Curve Finance,USDC/PAX,60064.11645354,"2021-06-07T13:03:10.000Z"
USDC,OpenOcean,USDC/UST,16748.98874974,"2021-05-21T13:36:09.000Z"
USDC,SpiritSwap,USDC/FRAX,135.34790503,"2021-06-07T13:15:07.000Z"
USDN,Curve Finance,USDN/USDT,15344136.25886232,"2021-06-07T13:15:11.000Z"
USDN,KuCoin,USDN/USDT,423341.98285303,"2021-06-07T13:16:54.000Z"
USDN,MXC.COM,USDN/USDT,359423.24000000,"2021-06-07T13:15:12.000Z"
USDN,Curve Finance,USDN/USDC,156491.07772286,"2021-06-07T13:15:11.000Z"
USDN,Bittrex,USDN/USDT,98030.20670736,"2021-06-07T13:16:53.000Z"
USDN,Hotbit,USDN/USDT,17039.23977240,"2021-06-07T13:15:09.000Z"
USDN,Uniswap (V2),USDN/USDT,4802.19498938,"2021-06-07T13:12:10.000Z"
USDN,Curve Finance,USDN/DAI,4473.83530861,"2021-06-07T13:15:11.000Z"
USDN,Tidex,USDN/USDT,1483.23180475,"2021-06-07T13:15:10.000Z"
USDT,OpenOcean,USDT/USDC,183980008240000.00000000,"2021-06-04T19:36:10.000Z"
USDT,MDEX(BSC),USDT/BUSD,308674599.84335200,"2021-06-07T13:00:13.000Z"
USDT,MDEX(BSC),USDT/USDC,101864700.04663548,"2021-06-07T13:06:12.000Z"
USDT,Huobi Global,USDT/HUSD,44611149.74889364,"2021-06-07T13:13:53.000Z"
USDT,DODO,USDT/USDC,26886952.20328751,"2021-06-07T13:06:08.000Z"
USDT,Binance,USDT/DAI,14446580.89000000,"2021-06-07T13:16:55.000Z"
USDT,"1inch Exchange",USDT/FEI,7439417.38789389,"2021-06-07T13:15:16.000Z"
USDT,Curve Finance,USDT/SUSD,6228821.52166846,"2021-06-07T13:03:10.000Z"
USDT,KuCoin,USDT/UST,4222672.59424494,"2021-06-07T15:31:53.000Z"
USDT,KuCoin,USDT/USDC,2790016.17060696,"2021-06-07T13:08:54.000Z"
USDT,Waves Exchange,USDT/USDN,1831055.08764400,"2021-06-07T13:15:10.000Z"
USDT,BKEX,USDT/DAI,1524556.61010000,"2021-06-07T13:15:16.000Z"
USDT,KLAYswap,USDT/DAI,1196665.97694792,"2021-06-07T13:15:09.000Z"
USDT,Bilaxy,USDT/DAI,714401.70000000,"2021-06-07T13:15:09.000Z"
USDT,KuCoin,USDT/DAI,458162.86641959,"2021-06-07T13:16:54.000Z"
USDT,BHEX (BlueHelix Exchange),USDT/HUSD,265169.68799211,"2021-06-07T13:12:11.000Z"
USDT,KuCoin,USDT/TUSD,188498.28644008,"2021-06-07T13:04:54.000Z"
USDT,"0x Protocol",USDT/DAI,163865.26764518,"2021-06-07T13:12:22.000Z"
USDT,MXC.COM,USDT/UST,26802.52000000,"2021-06-07T15:30:15.000Z"
USDT,Curve Finance,USDT/PAX,24884.62141336,"2021-06-05T21:54:10.000Z"
USDT,KuCoin,USDT/PAX,21915.81916815,"2021-06-07T13:04:54.000Z"
USDT,"0x Protocol",USDT/TUSD,13599.98838400,"2021-06-07T13:03:16.000Z"
USDT,Curve Finance,USDT/TUSD,12848.28496900,"2021-06-07T13:03:10.000Z"
USDT,OpenOcean,USDT/UST,10000.00000000,"2021-06-01T08:06:12.000Z"
USDT,HitBTC,USDT/PAX,4320.45878755,"2021-06-07T13:03:08.000Z"
USDT,"0x Protocol",USDT/PAX,2663.00000000,"2021-06-05T16:06:14.000Z"
USDT,"1inch Exchange",USDT/SUSD,15.00000000,"2021-06-07T13:03:22.000Z"
USDT,Huobi Indonesia,USDT/HUSD,0.00000000,"2021-06-07T13:12:09.000Z"
UST,"1inch Exchange",UST/USDT,200111.21731900,"2021-06-07T15:30:20.000Z"
UST,Uniswap (V2),UST/USDT,130507.54600457,"2021-06-07T15:30:10.000Z"
UST,MXC.COM,UST/USDT,89262.59000000,"2021-06-07T15:30:15.000Z"
UST,Gate.io,UST/USDT,69614.24794288,"2021-06-07T15:31:53.000Z"
UST,Bittrex,UST/USDT,52054.59965450,"2021-06-07T15:31:53.000Z"
UST,OpenOcean,UST/BUSD,19014.46898868,"2021-06-03T08:57:07.000Z"
UST,DODO BSC,UST/BUSD,11843.83477133,"2021-05-27T10:15:19.000Z"
UST,OpenOcean,UST/USDT,4006.03595400,"2021-06-02T15:09:11.000Z"
UST,OpenOcean,UST/USDC,2397.60000000,"2021-05-24T15:27:08.000Z"
UST,DODO BSC,UST/USDT,1548.45000000,"2021-06-07T15:30:27.000Z"
