"market_pair_basecurrency_symbol","exchangename","market_pair","quoteexchange_reportedvolume_24h_base","quoteUSDlast_updated"
GUSD,CEX.IO,GUSD/USD,97.6600000000000,"2021-05-31T16:54:07.000Z"
HUSD,MDEX,HUSD/USDT,1007976944.5876988000000,"2021-05-31T16:48:13.000Z"
HUSD,Gate.io,HUSD/USDT,120158.5447560200000,"2021-05-31T16:57:53.000Z"
HUSD,Hoo,HUSD/USDT,32232.2200000000000,"2021-05-31T16:57:10.000Z"
LUSD,"1inch Exchange",LUSD/USDC,27112.5607060100000,"2021-05-31T02:00:19.000Z"
PAX,BHEX (BlueHelix Exchange),PAX/HUSD,6306725.7006491400000,"2021-05-31T16:57:11.000Z"
PAX,Binance,PAX/USDT,4781099.8600000000000,"2021-05-31T16:49:54.000Z"
PAX,DigiFinex,PAX/USDT,1124530.0823739500000,"2021-05-31T16:48:10.000Z"
PAX,Coinsbit,PAX/USDT,998221.0144495000000,"2021-05-31T16:48:39.000Z"
PAX,VCC Exchange,PAX/USDT,427045.4725572800000,"2021-05-31T16:48:09.000Z"
PAX,Bitrue,PAX/USDT,410683.1241620800000,"2021-05-31T16:48:09.000Z"
PAX,P2PB2B,PAX/USD,374822.0400000000000,"2021-05-31T16:54:15.000Z"
PAX,P2PB2B,PAX/USD,374822.0400000000000,"2021-05-31T16:54:15.000Z"
PAX,WazirX,PAX/USDT,246656.1000000000000,"2021-05-31T16:54:09.000Z"
PAX,WazirX,PAX/USDT,246656.1000000000000,"2021-05-31T16:54:09.000Z"
PAX,Huobi Global,PAX/HUSD,167550.5087199900000,"2021-05-31T16:59:53.000Z"
PAX,CoinZoom,PAX/USD,300.0000000000000,"2021-05-31T16:54:11.000Z"
PAX,CoinZoom,PAX/USD,300.0000000000000,"2021-05-31T16:54:11.000Z"
PAX,Blockchain.com,PAX/USD,0.0000000000000,"2021-05-31T16:54:09.000Z"
PAX,Blockchain.com,PAX/USD,0.0000000000000,"2021-05-31T16:54:09.000Z"
RSR,IDCM,RSR/USDT,1146092131.8800000000000,"2021-05-31T16:48:11.000Z"
RSR,Binance,RSR/USDT,937783005.0000000000000,"2021-05-31T16:57:44.000Z"
RSR,TOKENCAN,RSR/USDT,893125484.4862140000000,"2021-05-31T16:57:12.000Z"
RSR,CoinTiger,RSR/USDT,877252477.6541530000000,"2021-05-31T16:57:46.000Z"
RSR,Binance,RSR/USDT,444154563.8000000000000,"2021-05-31T16:58:54.000Z"
RSR,OKEx,RSR/USDT,308544763.4448974000000,"2021-05-31T16:58:53.000Z"
RSR,FTX,RSR/USD,283094423.7103227400000,"2021-05-31T16:57:19.000Z"
RSR,Huobi Global,RSR/USDT,157371942.0532803200000,"2021-05-31T16:58:53.000Z"
RSR,Bilaxy,RSR/USDT,121779534.5100000000000,"2021-05-31T16:54:07.000Z"
RSR,Huobi Global,RSR/USD,77568201.1935208900000,"2021-05-31T16:57:44.000Z"
RSR,BitMart,RSR/USDT,56666342.5362939500000,"2021-05-31T16:57:10.000Z"
RSR,DigiFinex,RSR/USDT,56649056.2789264800000,"2021-05-31T16:57:13.000Z"
RSR,Hotbit,RSR/USDT,51923096.3275956200000,"2021-05-31T16:57:13.000Z"
RSR,FTX,RSR/USD,22608285.4128440400000,"2021-05-31T16:56:53.000Z"
RSR,BHEX (BlueHelix Exchange),RSR/USDT,15751657.4801714100000,"2021-05-31T16:57:11.000Z"
RSR,Xtheta Global,RSR/USDT,15751657.4801714100000,"2021-05-31T16:57:11.000Z"
RSR,Dsdaq,RSR/USDT,15751657.4801714100000,"2021-05-31T16:57:12.000Z"
RSR,Poloniex,RSR/USDT,10514429.9554614500000,"2021-05-31T16:58:53.000Z"
RSR,KickEX,RSR/USDT,10308958.8192000000000,"2021-05-31T16:57:12.000Z"
RSR,Poloniex,RSR/USDT,10293172.7846763800000,"2021-05-31T16:49:53.000Z"
RSR,Gate.io,RSR/USDT,10221414.1527680600000,"2021-05-31T16:58:53.000Z"
RSR,KickEX,RSR/USDT,10198775.7728947400000,"2021-05-31T16:48:08.000Z"
RSR,Gate.io,RSR/USDT,10083359.9295671700000,"2021-05-31T16:49:54.000Z"
RSR,Liquid,RSR/USDT,9413189.7964794600000,"2021-05-31T16:58:53.000Z"
RSR,Liquid,RSR/USDT,9402932.9099670000000,"2021-05-31T16:49:53.000Z"
RSR,Hoo,RSR/USDT,5945716.0800000000000,"2021-05-31T16:57:10.000Z"
RSR,ZB.COM,RSR/USDT,5831233.8500000000000,"2021-05-31T16:57:11.000Z"
RSR,MXC.COM,RSR/USDT,5248158.8400000000000,"2021-05-31T16:57:14.000Z"
RSR,Coinsbit,RSR/USDT,4622760.1370784800000,"2021-05-31T16:57:11.000Z"
RSR,BiONE,RSR/USDT,4259287.1062922900000,"2021-05-31T16:57:13.000Z"
RSR,ProBit Exchange,RSR/USDT,3950372.5292686300000,"2021-05-31T16:57:13.000Z"
RSR,Bittrex,RSR/USDT,3069590.6033045000000,"2021-05-31T16:57:53.000Z"
RSR,Fatbtc,RSR/USDT,2075179.0000000000000,"2021-05-31T16:57:13.000Z"
RSR,Emirex,RSR/USDT,1857319.9951141800000,"2021-05-31T16:57:12.000Z"
RSR,LATOKEN,RSR/USDT,1612021.3184084900000,"2021-05-31T16:57:10.000Z"
RSR,CEX.IO,RSR/USD,1398166.4405030000000,"2021-05-31T16:57:07.000Z"
RSR,CoinEx,RSR/USDT,1248423.9330191700000,"2021-05-31T16:58:53.000Z"
RSR,WazirX,RSR/USDT,1241094.9000000000000,"2021-05-31T16:57:12.000Z"
RSR,ATOMARS,RSR/USDT,1121818.3000000000000,"2021-05-31T16:57:10.000Z"
RSR,Huobi Korea,RSR/USDT,557554.9805679300000,"2021-05-31T16:57:10.000Z"
RSR,XT.COM,RSR/USDT,545133.5400000000000,"2021-05-31T16:57:11.000Z"
RSR,CoinDCX,RSR/USDT,118982.1394402800000,"2021-05-31T16:57:13.000Z"
RSR,HitBTC,RSR/USDT,53609.4838396800000,"2021-05-31T16:57:10.000Z"
SUSD,Binance,SUSD/USDT,352978.6800000000000,"2021-05-31T16:55:54.000Z"
SUSD,"1inch Exchange",SUSD/USDT,295642.4835494700000,"2021-05-31T16:54:24.000Z"
SUSD,Hoo,SUSD/USDT,28690.9800000000000,"2021-02-19T11:00:07.000Z"
SUSD,KuCoin,SUSD/USDT,12862.8600784800000,"2021-05-31T16:55:53.000Z"
TUSD,Binance,TUSD/USDT,14174594.6400000000000,"2021-05-31T16:52:54.000Z"
TUSD,Coinsbit,TUSD/USDT,7039491.1102800000000,"2021-05-31T16:48:39.000Z"
TUSD,Binance,TUSD/BUSD,4243316.1000000000000,"2021-05-31T16:58:54.000Z"
TUSD,IndoEx,TUSD/USDT,2998319.5309071300000,"2021-05-31T16:48:07.000Z"
TUSD,XT.COM,TUSD/USDT,2855031.5200000000000,"2021-05-31T16:51:08.000Z"
TUSD,BitMart,TUSD/USDT,2421840.6417193800000,"2021-05-31T16:48:08.000Z"
TUSD,GokuMarket,TUSD/USDT,2215121.7915328800000,"2021-05-31T16:51:08.000Z"
TUSD,DigiFinex,TUSD/USDT,2202665.5061646200000,"2021-05-31T16:48:10.000Z"
TUSD,Bitrue,TUSD/USDT,1883566.4610688600000,"2021-05-31T16:51:08.000Z"
TUSD,VCC Exchange,TUSD/USDT,1674605.5013110500000,"2021-05-31T16:48:09.000Z"
TUSD,Bittrex,TUSD/USD,812114.3085846000000,"2021-05-31T16:52:53.000Z"
TUSD,Mexo Exchange,TUSD/USDT,480099.3204053200000,"2021-05-31T16:48:11.000Z"
TUSD,LATOKEN,TUSD/USDT,245073.7386449200000,"2021-05-31T16:51:09.000Z"
TUSD,OKEx,TUSD/USDT,168697.9762977400000,"2021-05-31T16:52:53.000Z"
TUSD,Huobi Global,TUSD/HUSD,145823.9183939500000,"2021-05-31T16:58:53.000Z"
TUSD,LocalTrade,TUSD/USDT,138216.3198039800000,"2021-05-31T16:51:09.000Z"
TUSD,WazirX,TUSD/USDT,137367.6100000000000,"2021-05-31T16:51:11.000Z"
TUSD,Bitsdaq,TUSD/USDT,98508.1961339600000,"2021-05-31T16:51:07.000Z"
TUSD,Bittrex,TUSD/USDT,98331.3115599000000,"2021-05-31T16:52:53.000Z"
TUSD,Bithumb Global,TUSD/USDT,91700.8100000000000,"2021-05-31T16:52:53.000Z"
TUSD,Alterdice,TUSD/USD,88084.5800000000000,"2021-05-13T09:12:08.000Z"
TUSD,MXC.COM,TUSD/USDT,76994.8000000000000,"2021-05-31T16:51:17.000Z"
TUSD,Hoo,TUSD/USDT,63253.2100000000000,"2021-05-31T16:51:08.000Z"
TUSD,ATOMARS,TUSD/USDT,57454.9400000000000,"2021-05-31T16:51:13.000Z"
TUSD,Exrates,TUSD/USD,56381.8300000000000,"2021-05-31T16:51:10.000Z"
TUSD,Flybit,TUSD/USDT,28550.3667507300000,"2021-05-31T16:51:09.000Z"
TUSD,Folgory,TUSD/USDT,26873.7715800000000,"2021-05-31T16:51:09.000Z"
TUSD,WhiteBIT,TUSD/USDT,21825.0500000000000,"2021-05-31T16:51:07.000Z"
TUSD,CEX.IO,TUSD/USDT,10897.3082490000000,"2021-05-31T16:51:07.000Z"
TUSD,ProBit Exchange,TUSD/USDT,10750.7881425100000,"2021-05-31T16:51:07.000Z"
TUSD,"1inch Exchange",TUSD/USDC,7016.5496322400000,"2021-05-31T16:54:24.000Z"
TUSD,HitBTC,TUSD/USDC,6886.9198320500000,"2021-05-31T16:51:08.000Z"
TUSD,Changelly PRO,TUSD/USDC,6886.9198320500000,"2021-05-31T16:51:09.000Z"
TUSD,Bitfinex,TUSD/USDT,5476.9123735100000,"2021-05-31T16:51:53.000Z"
TUSD,CoinDCX,TUSD/USDT,5400.9182656100000,"2021-05-31T16:51:09.000Z"
TUSD,Gate.io,TUSD/USDT,4698.2004182000000,"2021-05-31T16:52:53.000Z"
TUSD,Tokenlon,TUSD/USDT,4479.0000000000000,"2021-05-31T16:51:13.000Z"
TUSD,ZBG,TUSD/USDT,1462.1478000000000,"2020-12-25T16:57:10.000Z"
TUSD,Bitfinex,TUSD/USD,695.4777164600000,"2021-05-31T16:52:53.000Z"
TUSD,CoinZoom,TUSD/USD,0.0000000000000,"2021-05-31T16:51:07.000Z"
USDC,Binance,USDC/USDT,142521115.5400000000000,"2021-05-31T16:56:54.000Z"
USDC,Binance,USDC/BUSD,40174049.5200000000000,"2021-05-31T16:55:54.000Z"
USDC,DODO,USDC/USDT,38106789.2459216700000,"2021-05-31T16:48:08.000Z"
USDC,Kraken,USDC/USD,25467309.7452035900000,"2021-05-31T16:55:53.000Z"
USDC,"1inch Exchange",USDC/USDT,25147687.8776257300000,"2021-05-31T16:48:25.000Z"
USDC,DigiFinex,USDC/USDT,10664726.6130964800000,"2021-05-31T16:54:09.000Z"
USDC,Kraken,USDC/USDT,9665530.4190157200000,"2021-05-31T16:55:53.000Z"
USDC,BitMart,USDC/USDT,7786203.5629180400000,"2021-05-31T16:54:10.000Z"
USDC,Huobi Global,USDC/USDT,5258662.9361197400000,"2021-05-31T16:55:54.000Z"
USDC,KuCoin,USDC/USDT,4754915.1432274900000,"2021-05-31T16:55:53.000Z"
USDC,LATOKEN,USDC/USDT,4706120.7927242600000,"2021-05-31T16:54:10.000Z"
USDC,Bitstamp,USDC/USD,4438415.9541300000000,"2021-05-31T16:55:53.000Z"
USDC,Curve Finance,USDC/USDT,3931657.7666049800000,"2021-05-31T16:48:07.000Z"
USDC,QuickSwap,USDC/USDT,3885940.8749691900000,"2021-05-31T16:48:07.000Z"
USDC,Bitfinex,USDC/USD,3764979.4491044700000,"2021-05-31T16:56:53.000Z"
USDC,AscendEX (Bitmax),USDC/USDT,3376403.5000000000000,"2021-05-31T16:48:07.000Z"
USDC,LocalTrade,USDC/USDT,2842933.2081012200000,"2021-05-31T16:54:07.000Z"
USDC,Binance.US,USDC/USD,2618018.9125000000000,"2021-05-31T16:55:53.000Z"
USDC,GokuMarket,USDC/USDT,2460656.3931606800000,"2021-05-31T16:54:07.000Z"
USDC,IndoEx,USDC/USDT,2453812.3862644200000,"2021-05-31T16:48:07.000Z"
USDC,Uniswap (V2),USDC/USDT,2447611.7651114400000,"2021-05-31T16:54:12.000Z"
USDC,Bitfinex,USDC/USDT,2090409.3403650300000,"2021-05-31T16:49:53.000Z"
USDC,Xtheta Global,USDC/USDT,2073487.9872443500000,"2021-05-31T16:48:07.000Z"
USDC,Deepcoin,USDC/USDT,2018732.1993195900000,"2021-05-31T16:54:09.000Z"
USDC,OKEx,USDC/USDT,1931771.6616121300000,"2021-05-31T16:50:53.000Z"
USDC,Deepcoin,USDC/USDT,1832642.9257554500000,"2021-05-31T16:48:09.000Z"
USDC,Bitrue,USDC/USDT,1183547.8594156500000,"2021-05-31T16:48:09.000Z"
USDC,CoinEx,USDC/USDT,1064065.8957171300000,"2021-05-31T16:50:54.000Z"
USDC,Huobi Global,USDC/HUSD,773615.6947677700000,"2021-05-31T16:55:54.000Z"
USDC,Bittrex,USDC/USD,725064.1705157800000,"2021-05-31T16:55:53.000Z"
USDC,Crypto.com Exchange,USDC/USDT,669171.8100000000000,"2021-05-31T16:54:08.000Z"
USDC,Liquid,USDC/USD,647178.4930900000000,"2021-05-31T16:55:54.000Z"
USDC,Dfyn Network,USDC/USDT,566400.2984515400000,"2021-05-31T16:54:07.000Z"
USDC,ExMarkets,USDC/USDT,520720.3700000000000,"2021-05-31T16:54:10.000Z"
USDC,ExMarkets,USDC/USDT,518861.4000000000000,"2021-05-31T16:48:09.000Z"
USDC,Curve Finance,USDC/BUSD,500064.0143757600000,"2021-05-31T16:54:11.000Z"
USDC,KuCoin,USDC/UST,499694.0841353500000,"2021-05-31T16:55:53.000Z"
USDC,WhiteBIT,USDC/USDT,434680.2494000000000,"2021-05-31T16:54:07.000Z"
USDC,OceanEx,USDC/USDT,410156.1200000000000,"2021-05-31T16:54:09.000Z"
USDC,Gate.io,USDC/USDT,408653.8439498400000,"2021-05-31T16:50:53.000Z"
USDC,OceanEx,USDC/USDT,405467.8100000000000,"2021-05-31T16:48:08.000Z"
USDC,Coinsbit,USDC/USDT,400036.0419161800000,"2021-05-31T16:51:09.000Z"
USDC,Emirex,USDC/USDT,334472.9530314300000,"2021-05-31T16:54:10.000Z"
USDC,BakerySwap,USDC/BUSD,328579.4347733300000,"2021-05-31T16:54:10.000Z"
USDC,BakerySwap,USDC/BUSD,316787.3862984800000,"2021-05-31T16:57:09.000Z"
USDC,Bilaxy,USDC/USDT,298353.0200000000000,"2021-05-31T16:54:07.000Z"
USDC,KyberDMM (Kyber Dynamic Market Make Protocol),USDC/USDT,257085.6893879300000,"2021-05-31T16:54:07.000Z"
USDC,Bittrex,USDC/USDT,252922.4995859500000,"2021-05-31T16:55:53.000Z"
USDC,Exrates,USDC/USD,227814.3300000000000,"2021-05-31T16:54:09.000Z"
USDC,CEX.IO,USDC/USD,170020.2698020000000,"2021-05-31T16:54:07.000Z"
USDC,"0x Protocol",USDC/USDT,153671.6714009700000,"2021-05-31T16:54:20.000Z"
USDC,Loopring Exchange,USDC/USDT,142510.0570399300000,"2021-05-31T16:54:08.000Z"
USDC,MXC.COM,USDC/USDT,128498.6600000000000,"2021-05-31T16:54:18.000Z"
USDC,WazirX,USDC/USDT,112738.2200000000000,"2021-05-31T16:54:09.000Z"
USDC,MXC.COM,USDC/UST,101811.7300000000000,"2021-05-31T16:54:18.000Z"
USDC,Flybit,USDC/USDT,98832.2715460800000,"2021-05-31T16:54:10.000Z"
USDC,VinDAX,USDC/USDT,82362.8505212600000,"2021-05-31T16:54:14.000Z"
USDC,BtcTurk | Pro,USDC/USDT,79359.2800000000000,"2021-05-31T16:54:53.000Z"
USDC,Folgory,USDC/USDT,64992.0622240000000,"2021-05-31T16:54:12.000Z"
USDC,Hoo,USDC/USDT,64423.1400000000000,"2021-05-31T16:54:09.000Z"
USDC,ATOMARS,USDC/USDT,63054.2200000000000,"2021-05-31T16:54:07.000Z"
USDC,Waves Exchange,USDC/USDT,53090.0869370000000,"2021-05-31T16:54:08.000Z"
USDC,Azbit,USDC/USDT,49100.8900000000000,"2021-05-31T16:54:08.000Z"
USDC,Tokenlon,USDC/USDT,41623.4294110000000,"2021-05-31T16:54:07.000Z"
USDC,Okcoin,USDC/USD,40386.5162516300000,"2021-05-31T16:54:08.000Z"
USDC,B2BX,USDC/USDT,37515.2818392500000,"2021-05-31T16:54:10.000Z"
USDC,Waves Exchange,USDC/USDN,31977.0956500000000,"2021-05-31T16:54:08.000Z"
USDC,CEX.IO,USDC/USDT,31497.0298550000000,"2021-05-31T16:54:07.000Z"
USDC,AAX,USDC/USDT,30642.0779603500000,"2021-05-31T16:54:07.000Z"
USDC,Hotbit,USDC/USDT,26233.5735756300000,"2021-05-31T16:54:09.000Z"
USDC,ProBit Exchange,USDC/USDT,22978.6718574900000,"2021-05-31T16:54:09.000Z"
USDC,CROSS exchange,USDC/USDT,21967.9588534900000,"2021-05-31T16:54:07.000Z"
USDC,EXMO,USDC/USDT,21935.6458860200000,"2021-05-31T16:54:07.000Z"
USDC,SwipeSwap,USDC/USDT,20743.2972404400000,"2021-05-31T16:54:08.000Z"
USDC,DeversiFi,USDC/USDT,18635.9500000000000,"2021-05-31T16:54:09.000Z"
USDC,EXMO,USDC/USD,16097.4986409600000,"2021-05-31T16:54:07.000Z"
USDC,CoinDCX,USDC/USDT,11488.3578144700000,"2021-05-31T16:54:12.000Z"
USDC,Zipmex,USDC/USD,11046.4156645900000,"2021-05-31T16:54:12.000Z"
USDC,ComethSwap,USDC/USDT,5442.6541805300000,"2021-05-17T05:30:11.000Z"
USDC,BiKi,USDC/USDT,3652.5370000000000,"2021-05-31T16:54:12.000Z"
USDC,Tokenlon,USDC/TUSD,2149.2487590000000,"2021-05-31T16:54:07.000Z"
USDC,Tokenize Xchange,USDC/USD,1087.7253349400000,"2021-05-31T16:54:09.000Z"
USDC,BitBay,USDC/USD,256.8281043300000,"2021-05-31T00:36:07.000Z"
USDC,CoinZoom,USDC/USD,241.2882576500000,"2021-05-31T16:54:11.000Z"
USDC,Independent Reserve,USDC/USD,0.0000000000000,"2021-05-31T16:54:08.000Z"
USDC,CrossTower,USDC/USD,0.0000000000000,"2021-05-31T16:54:07.000Z"
USDN,KuCoin,USDN/USDT,15814823.2593288600000,"2021-05-31T16:49:54.000Z"
USDN,Curve Finance,USDN/USDT,12391665.6147478000000,"2021-05-31T16:48:07.000Z"
USDN,Curve Finance,USDN/USDC,6521272.9044790500000,"2021-05-31T16:54:11.000Z"
USDN,MXC.COM,USDN/USDT,653275.0000000000000,"2021-05-31T16:48:12.000Z"
USDT,MDEX(BSC),USDT/BUSD,801448805.8685895000000,"2021-05-31T16:48:08.000Z"
USDT,Kraken,USDT/USD,181153180.9127462000000,"2021-05-31T16:49:53.000Z"
USDT,Binance.US,USDT/USD,137621376.7066759800000,"2021-05-31T16:49:53.000Z"
USDT,Bitfront,USDT/USD,137368142.4364501200000,"2021-05-31T16:48:09.000Z"
USDT,MDEX(BSC),USDT/USDC,130053382.6451806600000,"2021-05-31T16:48:08.000Z"
USDT,FTX,USDT/USD,107580625.6325607200000,"2021-05-31T16:49:53.000Z"
USDT,Bitfinex,USDT/USD,99445699.8936689000000,"2021-05-31T16:49:53.000Z"
USDT,Huobi Global,USDT/HUSD,76199306.4041842400000,"2021-05-31T16:58:53.000Z"
USDT,IndoEx,USDT/USD,75803019.4356240000000,"2021-05-31T16:48:07.000Z"
USDT,PancakeSwap (V2),USDT/BUSD,42557397.1244835400000,"2021-05-31T16:33:10.000Z"
USDT,DODO,USDT/USDC,39786864.8120422300000,"2021-05-31T16:48:08.000Z"
USDT,Coinbase Exchange,USDT/USD,26181946.2900000000000,"2021-05-31T09:42:54.000Z"
USDT,KuCoin,USDT/UST,8459821.2339751800000,"2021-05-31T16:49:54.000Z"
USDT,KuCoin,USDT/UST,8450931.8671160500000,"2021-05-31T17:01:53.000Z"
USDT,"1inch Exchange",USDT/USDC,7364943.5977735200000,"2021-05-31T16:48:25.000Z"
USDT,Bittrex,USDT/USD,6588067.3567476500000,"2021-05-31T16:49:53.000Z"
USDT,Curve Finance,USDT/SUSD,5274641.8636195300000,"2021-05-31T16:48:07.000Z"
USDT,KuCoin,USDT/USDC,3505374.5426274900000,"2021-05-31T16:55:53.000Z"
USDT,"1inch Exchange",USDT/FEI,3505135.8637179900000,"2021-05-31T16:48:25.000Z"
USDT,KuCoin,USDT/USDC,3459981.8498844700000,"2021-05-31T16:49:54.000Z"
USDT,FTX,USDT/USD,3174536.2428814100000,"2021-05-31T16:48:19.000Z"
USDT,Okcoin,USDT/USD,2906573.9010692500000,"2021-05-31T16:48:08.000Z"
USDT,BitAsset,USDT/USD,2416630.4434678400000,"2021-04-14T21:36:30.000Z"
USDT,DODO BSC,USDT/BUSD,2237735.6992279400000,"2021-05-31T16:48:19.000Z"
USDT,BKEX,USDT/DAI,2061643.3749000000000,"2021-05-31T16:48:08.000Z"
USDT,BTSE,USDT/USD,2042007.6084349400000,"2021-05-31T16:48:43.000Z"
USDT,"0x Protocol",USDT/USDC,2038853.3706781500000,"2021-05-31T16:48:11.000Z"
USDT,Emirex,USDT/USD,1920414.2046887300000,"2021-05-31T16:48:10.000Z"
USDT,EXMO,USDT/USD,1741608.1472130800000,"2021-05-31T16:48:09.000Z"
